date,store,units_sold,revenue,category,is_end_of_month
2025-04-30,Albany,22.0,1128.13,toys,True
2025-10-28,Albany,107.0,737.23,groceries,False
2025-06-20,Albany,40.0,1353.6,home goods,False
2025-09-08,Utica,65.0,1417.65,clothing,False
2025-10-17,Rome,26.0,2154.62,electronics,False
2025-07-15,Rome,22.0,329.34,toys,False
2025-11-10,Utica,44.0,3715.36,electronics,False
2025-02-10,Utica,29.0,466.03,toys,False
2025-01-03,Rome,113.0,699.47,groceries,False
2025-10-23,Syracuse,4.0,133.56,home goods,False
2025-07-16,Utica,32.0,2554.88,electronics,False
2025-04-07,Syracuse,58.0,1506.26,clothing,False
2025-09-12,Utica,42.0,3540.18,electronics,False
2025-11-15,Utica,37.0,1205.83,home goods,False
2025-08-24,Utica,181.0,1149.35,groceries,False
2025-10-23,Utica,48.0,4018.56,electronics,False
2025-06-16,Rome,43.0,1415.56,home goods,False
2025-12-25,Syracuse,40.0,1015.6,clothing,False
2025-04-20,Albany,81.0,2003.94,clothing,False
2025-12-21,Albany,56.0,4515.28,electronics,False
2025-05-29,Syracuse,48.0,1192.8,clothing,True
2025-02-28,Rome,20.0,623.0,home goods,True
2025-04-18,Syracuse,32.0,2808.96,electronics,False
2025-05-18,Rome,84.0,2037.84,clothing,False
2025-09-03,Rome,53.0,4779.01,electronics,False
2025-01-29,Rome,69.0,1880.25,clothing,True
2025-02-14,Utica,60.0,1284.6,clothing,False
2025-01-22,Albany,77.0,508.97,groceries,False
2025-04-04,Syracuse,45.0,3897.45,electronics,False
2025-07-27,Syracuse,43.0,1415.99,home goods,False
2025-10-11,Albany,21.0,324.87,toys,False
2025-08-23,Syracuse,31.0,491.35,toys,False
2025-09-16,Syracuse,46.0,1454.06,home goods,False
2025-01-27,Albany,51.0,1258.17,clothing,False
2025-09-06,Utica,145.0,884.5,groceries,False
2025-06-03,Utica,23.0,325.45,toys,False
2025-07-12,Utica,170.0,1130.5,groceries,False
2025-05-12,Rome,44.0,1027.84,clothing,False
2025-06-28,Rome,121.0,816.75,groceries,True
2025-05-30,Utica,41.0,3369.79,electronics,True
2025-09-13,Albany,39.0,3131.31,electronics,False
2025-03-15,Albany,92.0,2148.2,clothing,False
2025-12-19,Utica,91.0,652.47,groceries,False
2025-09-27,Rome,134.0,876.36,groceries,False
2025-12-26,Utica,31.0,2599.35,electronics,False
2025-05-03,Utica,154.0,1088.78,groceries,False
2025-09-29,Albany,32.0,2956.16,electronics,True
2025-05-16,Utica,73.0,1758.57,clothing,False
2025-11-16,Albany,40.0,1331.6,home goods,False
2025-03-26,Albany,29.0,941.63,home goods,False
2025-04-18,Albany,25.0,2340.75,electronics,False
2025-04-18,Utica,72.0,1668.96,clothing,False
2025-08-12,Syracuse,22.0,327.14,toys,False
2025-01-13,Albany,142.0,915.9,groceries,False
2025-02-16,Syracuse,39.0,1155.18,home goods,False
2025-03-28,Utica,65.0,1627.6,clothing,False
2025-03-24,Rome,105.0,730.8,groceries,False
2025-03-19,Syracuse,47.0,4119.55,electronics,False
2025-07-03,Albany,151.0,949.79,groceries,False
2025-05-29,Syracuse,21.0,660.87,home goods,True
2025-04-28,Utica,28.0,407.96,toys,True
2025-06-12,Syracuse,35.0,1048.25,home goods,False
2025-10-10,Albany,34.0,2476.56,electronics,False
2025-02-26,Rome,38.0,1154.82,home goods,True
2025-03-03,Syracuse,20.0,289.8,toys,False
2025-08-19,Rome,184.0,1322.96,groceries,False
2025-05-02,Syracuse,51.0,4885.29,electronics,False
2025-02-25,Albany,45.0,1375.2,home goods,False
2025-07-20,Albany,33.0,492.69,toys,False
2025-02-12,Albany,44.0,3772.12,electronics,False
2025-05-21,Albany,20.0,301.4,toys,False
2025-03-13,Rome,37.0,3192.73,electronics,False
2025-01-29,Albany,25.0,2251.5,electronics,True
2025-02-22,Syracuse,43.0,616.62,toys,False
2025-01-10,Syracuse,19.0,289.75,toys,False
2025-06-03,Rome,25.0,409.5,toys,False
2025-10-08,Syracuse,116.0,793.44,groceries,False
2025-04-02,Utica,19.0,303.24,toys,False
2025-04-03,Syracuse,129.0,857.85,groceries,False
2025-12-02,Syracuse,110.0,718.3,groceries,False
2025-04-30,Utica,19.0,262.39,toys,True
2025-07-03,Syracuse,82.0,501.02,groceries,False
2025-08-18,Utica,23.0,691.84,home goods,False
2025-12-18,Albany,37.0,3085.8,electronics,False
2025-09-10,Rome,23.0,349.37,toys,False
2025-09-19,Albany,23.0,329.36,toys,False
2025-12-14,Rome,22.0,680.24,home goods,False
2025-10-28,Syracuse,54.0,1261.98,clothing,False
2025-10-03,Utica,27.0,395.82,toys,False
2025-03-30,Utica,215.0,1388.9,groceries,True
2025-08-08,Albany,46.0,3248.97,electronics,False
2025-06-13,Rome,47.0,1451.36,home goods,False
2025-04-15,Albany,47.0,1123.77,clothing,False
2025-04-30,Rome,150.0,970.5,groceries,True
2025-10-27,Albany,65.0,1539.85,clothing,False
2025-08-05,Syracuse,84.0,532.56,groceries,False
2025-05-15,Albany,57.0,4601.61,electronics,False
2025-06-23,Albany,23.0,376.74,toys,False
2025-09-07,Utica,189.0,1341.9,groceries,False
2025-02-02,Utica,77.0,2032.8,clothing,False
2025-03-08,Utica,178.0,1164.12,groceries,False
2025-05-09,Rome,32.0,987.84,home goods,False
2025-03-04,Syracuse,41.0,3540.35,electronics,False
2025-11-06,Utica,32.0,1016.0,home goods,False
2025-01-16,Albany,25.0,571.0,clothing,False
2025-05-04,Albany,23.0,330.51,toys,False
2025-02-15,Rome,146.0,1077.48,groceries,False
2025-12-27,Utica,169.0,1139.06,groceries,False
2025-11-19,Utica,63.0,1510.74,clothing,False
2025-10-01,Utica,69.0,1593.9,clothing,False
2025-04-01,Syracuse,23.0,338.56,toys,False
2025-06-20,Rome,92.0,616.4,groceries,False
2025-04-25,Rome,28.0,420.0,toys,False
2025-02-03,Rome,41.0,985.64,clothing,False
2025-08-10,Albany,135.0,805.95,groceries,False
2025-04-28,Albany,26.0,406.9,toys,True
2025-02-14,Syracuse,26.0,397.54,toys,False
2025-06-27,Utica,56.0,5063.52,electronics,False
2025-01-31,Albany,65.0,1669.2,clothing,True
2025-05-12,Albany,120.0,768.0,groceries,False
2025-11-08,Utica,82.0,1909.78,clothing,False
2025-04-12,Albany,33.0,1160.28,home goods,False
2025-04-19,Albany,32.0,512.64,toys,False
2025-08-15,Rome,23.0,398.82,toys,False
2025-02-04,Rome,76.0,1610.44,clothing,False
2025-09-05,Utica,44.0,1428.68,home goods,False
2025-09-21,Rome,165.0,1047.75,groceries,False
2025-01-07,Albany,37.0,3169.05,electronics,False
2025-12-01,Syracuse,37.0,2973.32,electronics,False
2025-11-01,Rome,83.0,2097.41,clothing,False
2025-06-19,Syracuse,16.0,232.96,toys,False
2025-02-13,Albany,45.0,1095.75,clothing,False
2025-10-25,Utica,61.0,5357.63,electronics,False
2025-04-15,Albany,119.0,805.63,groceries,False
2025-02-08,Syracuse,43.0,1231.09,home goods,False
2025-04-30,Utica,133.0,913.71,groceries,True
2025-01-19,Albany,78.0,1897.74,clothing,False
2025-11-25,Albany,112.0,723.52,groceries,False
2025-06-24,Rome,31.0,1020.52,home goods,False
2025-01-14,Syracuse,35.0,3177.65,electronics,False
2025-12-15,Utica,58.0,5031.5,electronics,False
2025-01-24,Albany,63.0,1611.54,clothing,False
2025-08-22,Utica,36.0,2909.16,electronics,False
2025-05-10,Albany,46.0,1096.64,clothing,False
2025-08-31,Utica,84.0,1877.4,clothing,True
2025-02-08,Utica,40.0,633.2,toys,False
2025-12-14,Utica,64.0,5383.68,electronics,False
2025-09-22,Albany,32.0,933.44,home goods,False
2025-08-21,Albany,99.0,688.05,groceries,False
2025-09-05,Utica,175.0,1081.5,groceries,False
2025-07-09,Syracuse,50.0,4211.5,electronics,False
2025-11-11,Utica,22.0,332.64,toys,False
2025-07-24,Rome,21.0,297.57,toys,False
2025-04-25,Syracuse,154.0,965.58,groceries,False
2025-10-21,Syracuse,33.0,704.88,clothing,False
2025-03-24,Albany,17.0,259.08,toys,False
2025-09-14,Albany,47.0,1142.57,clothing,False
2025-03-11,Albany,43.0,3536.75,electronics,False
2025-01-14,Syracuse,25.0,823.25,home goods,False
2025-04-11,Syracuse,27.0,877.5,home goods,False
2025-02-06,Utica,73.0,1705.28,clothing,False
2025-12-15,Rome,15.0,209.4,toys,False
2025-12-12,Syracuse,72.0,1689.84,clothing,False
2025-01-30,Rome,43.0,3756.48,electronics,True
2025-07-14,Syracuse,127.0,822.96,groceries,False
2025-06-26,Rome,43.0,1320.53,home goods,False
2025-09-19,Syracuse,31.0,1083.76,home goods,False
2025-08-22,Albany,94.0,2229.68,clothing,False
2025-08-25,Albany,49.0,1248.03,clothing,False
2025-07-06,Rome,93.0,2271.06,clothing,False
2025-11-02,Rome,49.0,3905.3,electronics,False
2025-03-25,Syracuse,59.0,1364.67,clothing,False
2025-08-25,Albany,21.0,318.57,toys,False
2025-06-25,Rome,25.0,375.75,toys,False
2025-09-18,Rome,61.0,1419.47,clothing,False
2025-10-08,Utica,40.0,3612.4,electronics,False
2025-02-25,Utica,162.0,1069.2,groceries,False
2025-01-07,Syracuse,33.0,1117.71,home goods,False
2025-06-09,Syracuse,54.0,341.28,groceries,False
2025-04-28,Syracuse,33.0,1003.53,home goods,True
2025-05-21,Rome,13.0,214.24,toys,False
2025-01-11,Rome,30.0,460.2,toys,False
2025-03-31,Utica,150.0,1015.5,groceries,True
2025-10-31,Albany,22.0,328.02,toys,True
2025-03-09,Rome,34.0,3014.78,electronics,False
2025-06-17,Syracuse,104.0,1128.13,groceries,False
2025-01-21,Rome,80.0,1873.6,clothing,False
2025-05-01,Albany,64.0,410.24,groceries,False
2025-05-14,Rome,131.0,793.86,groceries,False
2025-09-08,Utica,127.0,890.27,groceries,False
2025-05-31,Albany,81.0,2037.15,clothing,True
2025-08-25,Albany,27.0,2327.13,electronics,False
2025-09-22,Syracuse,51.0,1128.13,electronics,False
2025-01-04,Rome,47.0,3758.12,electronics,False
2025-03-16,Syracuse,128.0,897.28,groceries,False
2025-07-30,Rome,132.0,815.76,groceries,True
2025-10-15,Albany,33.0,1124.64,home goods,False
2025-06-09,Albany,29.0,184.73,groceries,False
2025-02-01,Rome,56.0,4893.84,electronics,False
2025-01-16,Syracuse,51.0,3840.81,electronics,False
2025-11-13,Rome,46.0,829.54,clothing,False
2025-01-11,Syracuse,29.0,487.78,toys,False
2025-02-18,Utica,38.0,3307.14,electronics,False
2025-05-05,Rome,133.0,884.45,groceries,False
2025-04-03,Albany,37.0,564.62,toys,False
2025-12-17,Utica,74.0,460.28,groceries,False
2025-08-26,Albany,66.0,1717.98,clothing,False
2025-08-15,Albany,26.0,378.56,toys,False
2025-10-04,Syracuse,31.0,437.72,toys,False
2025-10-29,Syracuse,112.0,799.68,groceries,True
2025-09-15,Rome,122.0,830.82,groceries,False
2025-10-04,Utica,42.0,1311.24,home goods,False
2025-06-10,Rome,41.0,1322.66,home goods,False
2025-04-03,Utica,19.0,252.89,toys,False
2025-01-08,Rome,54.0,4674.78,electronics,False
2025-07-29,Albany,27.0,389.34,toys,True
2025-07-02,Syracuse,116.0,620.6,groceries,False
2025-08-12,Rome,20.0,285.4,toys,False
2025-12-09,Albany,46.0,354.96,toys,False
2025-05-12,Albany,50.0,1192.5,clothing,False
2025-09-10,Utica,111.0,727.05,groceries,False
2025-12-14,Syracuse,62.0,1583.48,clothing,False
2025-05-12,Albany,24.0,392.64,toys,False
2025-08-31,Rome,40.0,1224.0,home goods,True
2025-12-19,Albany,47.0,1585.78,home goods,False
2025-07-14,Rome,46.0,1083.3,clothing,False
2025-06-20,Albany,38.0,2957.92,electronics,False
2025-11-11,Albany,40.0,3102.4,electronics,False
2025-05-27,Rome,35.0,1122.8,home goods,False
2025-08-27,Syracuse,20.0,295.2,toys,False
2025-01-05,Utica,54.0,4495.5,electronics,False
2025-06-03,Rome,38.0,1287.06,home goods,False
2025-11-26,Rome,20.0,303.6,toys,False
2025-12-08,Rome,172.0,994.16,groceries,False
2025-01-29,Albany,29.0,394.11,toys,True
2025-05-28,Utica,26.0,1128.13,electronics,False
2025-08-04,Utica,54.0,1764.18,home goods,False
2025-07-06,Utica,184.0,1183.12,groceries,False
2025-05-08,Utica,29.0,967.73,home goods,False
2025-06-30,Albany,48.0,1597.92,home goods,True
2025-02-02,Rome,191.0,1230.04,groceries,False
2025-12-05,Rome,56.0,1262.24,clothing,False
2025-07-30,Rome,36.0,2953.08,electronics,True
2025-06-14,Albany,58.0,1310.8,clothing,False
2025-01-13,Utica,21.0,300.93,toys,False
2025-04-02,Utica,107.0,754.35,groceries,False
2025-06-13,Albany,35.0,2805.6,electronics,False
2025-08-07,Utica,78.0,524.16,groceries,False
2025-03-01,Albany,36.0,522.72,toys,False
2025-04-22,Albany,48.0,4306.08,electronics,False
2025-12-05,Rome,47.0,4163.26,electronics,False
2025-01-19,Rome,37.0,3135.75,electronics,False
2025-12-11,Rome,18.0,257.58,toys,False
2025-05-07,Rome,138.0,763.14,groceries,False
2025-11-06,Rome,25.0,366.75,toys,False
2025-09-11,Utica,76.0,1844.52,clothing,False
2025-12-12,Rome,123.0,735.54,groceries,False
2025-10-13,Rome,48.0,4163.04,electronics,False
2025-02-23,Syracuse,47.0,1514.81,home goods,False
2025-03-29,Rome,59.0,4764.25,electronics,True
2025-01-19,Rome,57.0,1340.07,clothing,False
2025-11-01,Rome,46.0,3663.44,electronics,False
2025-06-28,Albany,55.0,4717.9,electronics,True
2025-08-29,Albany,38.0,3049.5,electronics,True
2025-12-10,Utica,67.0,1586.56,clothing,False
2025-08-20,Syracuse,42.0,1219.26,home goods,False
2025-08-08,Utica,52.0,4529.2,electronics,False
2025-06-28,Rome,31.0,483.29,toys,True
2025-11-30,Syracuse,39.0,1239.03,home goods,True
2025-10-11,Albany,60.0,1723.8,home goods,False
2025-04-16,Syracuse,130.0,826.8,groceries,False
2025-02-02,Utica,46.0,3788.1,electronics,False
2025-06-08,Rome,146.0,965.06,groceries,False
2025-05-23,Syracuse,43.0,3599.1,electronics,False
2025-01-05,Utica,57.0,1128.13,clothing,False
2025-07-13,Syracuse,158.0,985.92,groceries,False
2025-08-06,Rome,55.0,1348.6,clothing,False
2025-04-24,Rome,65.0,1678.95,clothing,False
2025-07-17,Utica,114.0,705.66,groceries,False
2025-02-22,Albany,92.0,2140.84,clothing,False
2025-06-22,Rome,35.0,550.55,toys,False
2025-11-10,Albany,20.0,652.2,home goods,False
2025-03-19,Albany,63.0,1409.94,clothing,False
2025-07-16,Rome,103.0,690.1,groceries,False
2025-10-16,Utica,35.0,1170.4,home goods,False
2025-07-04,Rome,115.0,730.25,groceries,False
2025-06-12,Syracuse,78.0,1968.72,clothing,False
2025-11-23,Utica,84.0,2157.96,clothing,False
2025-06-21,Utica,39.0,1326.78,home goods,False
2025-06-16,Albany,32.0,451.52,toys,False
2025-03-21,Albany,80.0,1941.6,clothing,False
2025-01-10,Syracuse,58.0,1416.36,clothing,False
2025-08-31,Albany,158.0,1050.7,groceries,True
2025-02-24,Syracuse,91.0,628.81,groceries,False
2025-12-16,Syracuse,72.0,1699.92,clothing,False
2025-04-20,Syracuse,144.0,874.08,groceries,False
2025-10-12,Syracuse,77.0,1924.23,clothing,False
2025-05-08,Rome,89.0,2125.32,clothing,False
2025-02-05,Utica,37.0,890.22,clothing,False
2025-03-23,Utica,54.0,1501.2,home goods,False
2025-01-06,Utica,58.0,1269.62,clothing,False
2025-03-05,Rome,95.0,2240.1,clothing,False
2025-12-04,Utica,9.0,1128.13,toys,False
2025-02-02,Utica,21.0,318.36,toys,False
2025-06-15,Syracuse,28.0,362.32,toys,False
2025-04-02,Rome,43.0,621.78,toys,False
2025-12-31,Utica,59.0,1593.0,clothing,True
2025-01-29,Utica,28.0,458.64,toys,True
2025-03-15,Rome,46.0,1368.04,home goods,False
2025-01-05,Utica,168.0,1176.0,groceries,False
2025-08-02,Albany,50.0,1644.0,home goods,False
2025-05-06,Albany,37.0,917.6,clothing,False
2025-06-01,Syracuse,52.0,1588.08,home goods,False
2025-03-22,Utica,34.0,464.44,toys,False
2025-08-29,Rome,39.0,989.04,clothing,True
2025-03-04,Rome,59.0,4696.99,electronics,False
2025-10-17,Utica,133.0,917.7,groceries,False
2025-11-06,Rome,43.0,1407.82,home goods,False
2025-07-04,Syracuse,137.0,868.58,groceries,False
2025-08-20,Rome,39.0,3271.71,electronics,False
2025-01-21,Utica,58.0,4888.24,electronics,False
2025-07-13,Rome,20.0,1694.0,electronics,False
2025-09-09,Rome,42.0,1029.42,clothing,False
2025-05-03,Albany,126.0,835.38,groceries,False
2025-05-20,Rome,49.0,1613.57,home goods,False
2025-12-07,Rome,43.0,1375.57,home goods,False
2025-12-27,Albany,78.0,1821.3,clothing,False
2025-08-18,Syracuse,54.0,4582.44,electronics,False
2025-05-15,Syracuse,59.0,4951.28,electronics,False
2025-06-09,Syracuse,27.0,831.6,home goods,False
2025-07-17,Albany,20.0,604.2,home goods,False
2025-08-26,Syracuse,21.0,320.25,toys,False
2025-04-03,Syracuse,33.0,468.27,toys,False
2025-05-15,Albany,138.0,992.22,groceries,False
2025-02-07,Syracuse,88.0,567.6,groceries,False
2025-08-17,Rome,153.0,1003.68,groceries,False
2025-04-27,Utica,89.0,547.35,groceries,False
2025-04-26,Rome,32.0,513.92,toys,False
2025-09-08,Syracuse,79.0,1739.58,clothing,False
2025-08-31,Rome,62.0,5239.62,electronics,True
2025-12-13,Syracuse,81.0,2041.2,clothing,False
2025-03-10,Rome,127.0,801.37,groceries,False
2025-08-03,Rome,152.0,998.64,groceries,False
2025-04-28,Albany,39.0,1331.85,home goods,True
2025-01-07,Syracuse,121.0,758.67,groceries,False
2025-01-03,Syracuse,62.0,1504.12,clothing,False
2025-08-03,Utica,25.0,328.0,toys,False
2025-04-11,Albany,86.0,2001.22,clothing,False
2025-04-12,Rome,51.0,4349.79,electronics,False
2025-02-15,Syracuse,65.0,1612.65,clothing,False
2025-05-20,Utica,50.0,1202.5,clothing,False
2025-12-23,Utica,44.0,3675.76,electronics,False
2025-08-10,Utica,174.0,1146.66,groceries,False
2025-04-10,Syracuse,33.0,1040.49,home goods,False
2025-12-24,Syracuse,39.0,605.67,toys,False
2025-02-23,Rome,46.0,3957.12,electronics,False
2025-12-13,Rome,55.0,1662.1,home goods,False
2025-02-25,Rome,80.0,476.8,groceries,False
2025-04-08,Rome,44.0,1124.64,clothing,False
2025-05-17,Rome,45.0,1288.35,home goods,False
2025-05-06,Rome,66.0,1567.5,clothing,False
2025-02-01,Rome,23.0,350.75,toys,False
2025-03-22,Albany,52.0,1627.6,home goods,False
2025-12-22,Albany,17.0,509.66,home goods,False
2025-10-26,Syracuse,47.0,3995.47,electronics,False
2025-03-12,Rome,64.0,1580.8,clothing,False
2025-11-12,Syracuse,74.0,1861.84,clothing,False
2025-12-07,Syracuse,68.0,5669.16,electronics,False
2025-02-27,Utica,37.0,3301.51,electronics,True
2025-02-07,Albany,52.0,1303.64,clothing,False
2025-01-16,Rome,70.0,1593.2,clothing,False
2025-11-11,Syracuse,46.0,275.58,toys,False
2025-07-30,Rome,52.0,1586.0,home goods,True
2025-10-12,Rome,36.0,1128.13,home goods,False
2025-06-27,Syracuse,104.0,684.32,groceries,False
2025-05-29,Rome,25.0,383.75,toys,True
2025-08-20,Rome,65.0,1576.25,clothing,False
2025-04-08,Rome,58.0,5113.28,electronics,False
2025-12-14,Utica,16.0,242.08,toys,False
2025-11-24,Utica,44.0,3842.96,electronics,False
2025-08-21,Rome,12.0,176.64,toys,False
2025-08-28,Albany,65.0,425.75,groceries,False
2025-06-08,Albany,17.0,240.89,toys,False
2025-01-27,Syracuse,24.0,391.2,toys,False
2025-03-29,Utica,149.0,995.32,groceries,True
2025-06-14,Utica,41.0,3434.16,electronics,False
2025-11-11,Rome,80.0,1910.4,clothing,False
2025-08-02,Rome,21.0,303.03,toys,False
2025-02-17,Syracuse,151.0,924.12,groceries,False
2025-06-27,Syracuse,31.0,2595.63,electronics,False
2025-07-21,Syracuse,34.0,1138.66,home goods,False
2025-01-04,Utica,42.0,3500.28,electronics,False
2025-12-28,Albany,50.0,4416.0,electronics,False
2025-06-01,Utica,150.0,969.0,groceries,False
2025-01-26,Rome,65.0,1609.4,clothing,False
2025-04-07,Utica,13.0,185.51,toys,False
2025-04-07,Albany,29.0,896.1,home goods,False
2025-08-18,Rome,50.0,4047.0,electronics,False
2025-08-30,Albany,51.0,4037.67,electronics,True
2025-08-23,Utica,19.0,285.38,toys,False
2025-07-27,Rome,121.0,810.7,groceries,False
2025-09-26,Rome,36.0,1167.84,home goods,False
2025-02-23,Albany,85.0,2164.1,clothing,False
2025-03-17,Rome,40.0,1128.13,home goods,False
2025-03-05,Rome,151.0,967.91,groceries,False
2025-10-20,Syracuse,58.0,4818.06,electronics,False
2025-04-22,Rome,91.0,568.75,groceries,False
2025-05-08,Syracuse,38.0,1255.14,home goods,False
2025-05-19,Rome,115.0,747.5,groceries,False
2025-03-15,Syracuse,94.0,2318.04,clothing,False
2025-12-26,Rome,47.0,1243.15,clothing,False
2025-08-25,Utica,55.0,1421.75,clothing,False
2025-03-28,Utica,20.0,290.6,toys,False
2025-01-28,Rome,22.0,294.8,toys,False
2025-11-16,Syracuse,115.0,733.7,groceries,False
2025-12-21,Rome,123.0,798.27,groceries,False
2025-04-06,Rome,41.0,3325.1,electronics,False
2025-03-21,Utica,61.0,1406.66,clothing,False
2025-11-28,Rome,46.0,1089.74,clothing,True
2025-10-03,Albany,26.0,375.18,toys,False
2025-10-11,Utica,49.0,1185.8,clothing,False
2025-03-25,Albany,43.0,3713.91,electronics,False
2025-01-06,Albany,32.0,1063.68,home goods,False
2025-10-18,Rome,34.0,500.14,toys,False
2025-11-30,Albany,44.0,3667.4,electronics,True
2025-06-28,Albany,97.0,2286.29,clothing,True
2025-01-03,Rome,15.0,1128.13,toys,False
2025-12-04,Syracuse,43.0,1371.7,home goods,False
2025-03-03,Albany,21.0,292.95,toys,False
2025-08-05,Rome,21.0,313.32,toys,False
2025-09-28,Syracuse,29.0,875.51,home goods,True
2025-12-06,Albany,208.0,1206.4,groceries,False
2025-07-05,Albany,40.0,3513.2,electronics,False
2025-01-22,Utica,21.0,679.77,home goods,False
2025-02-14,Albany,52.0,1208.48,clothing,False
2025-11-07,Syracuse,110.0,657.8,groceries,False
2025-03-16,Syracuse,44.0,3747.48,electronics,False
2025-09-27,Rome,73.0,1803.1,clothing,False
2025-02-05,Utica,45.0,1426.95,home goods,False
2025-07-26,Utica,103.0,2406.08,clothing,False
2025-01-03,Utica,46.0,835.24,groceries,False
2025-09-04,Albany,46.0,1128.38,clothing,False
2025-12-20,Syracuse,50.0,656.0,toys,False
2025-05-04,Syracuse,65.0,5652.4,electronics,False
2025-10-21,Rome,20.0,650.0,home goods,False
2025-05-22,Syracuse,107.0,701.92,groceries,False
2025-12-02,Syracuse,22.0,692.12,home goods,False
2025-06-08,Utica,45.0,1138.05,clothing,False
2025-04-13,Albany,23.0,333.96,toys,False
2025-04-27,Albany,65.0,5099.25,electronics,False
2025-04-20,Rome,74.0,1798.2,clothing,False
2025-06-11,Syracuse,117.0,745.29,groceries,False
2025-04-24,Albany,50.0,1660.0,home goods,False
2025-11-25,Syracuse,43.0,1446.09,home goods,False
2025-02-15,Utica,32.0,484.48,toys,False
2025-02-02,Utica,149.0,992.34,groceries,False
2025-06-15,Albany,35.0,1087.8,home goods,False
2025-01-01,Albany,31.0,2750.94,electronics,False
2025-01-27,Albany,143.0,888.03,groceries,False
2025-05-29,Albany,18.0,280.08,toys,True
2025-03-12,Syracuse,40.0,3394.0,electronics,False
2025-11-01,Utica,124.0,823.36,groceries,False
2025-12-09,Rome,68.0,1579.64,clothing,False
2025-08-05,Syracuse,58.0,1391.42,clothing,False
2025-01-07,Albany,62.0,1510.32,clothing,False
2025-02-06,Syracuse,46.0,1128.13,clothing,False
2025-03-14,Utica,87.0,516.78,groceries,False
2025-12-29,Syracuse,52.0,4375.28,electronics,True
2025-10-19,Rome,82.0,1872.88,clothing,False
2025-07-02,Utica,84.0,542.64,groceries,False
2025-01-17,Rome,46.0,4054.9,electronics,False
2025-03-27,Syracuse,21.0,312.27,toys,False
2025-07-12,Syracuse,40.0,1170.8,home goods,False
2025-04-18,Utica,39.0,3632.07,electronics,False
2025-09-28,Syracuse,45.0,3585.6,electronics,True
2025-07-27,Albany,20.0,317.0,toys,False
2025-06-08,Rome,68.0,1627.92,clothing,False
2025-05-21,Syracuse,12.0,1015.08,electronics,False
2025-07-22,Utica,31.0,963.48,home goods,False
2025-10-02,Syracuse,155.0,1038.5,groceries,False
2025-05-15,Utica,47.0,1188.63,clothing,False
2025-05-14,Utica,52.0,1658.8,home goods,False
2025-09-18,Syracuse,28.0,407.4,toys,False
2025-08-15,Albany,80.0,1888.8,clothing,False
2025-02-18,Rome,73.0,1977.57,clothing,False
2025-04-29,Rome,21.0,334.32,toys,True
2025-11-08,Albany,62.0,1128.13,home goods,False
2025-12-04,Utica,142.0,881.82,groceries,False
2025-05-13,Albany,47.0,4323.53,electronics,False
2025-07-01,Rome,50.0,4484.5,electronics,False
2025-06-07,Albany,67.0,5272.9,electronics,False
2025-10-09,Rome,80.0,500.8,groceries,False
2025-09-16,Rome,68.0,1615.0,clothing,False
2025-10-18,Rome,55.0,1923.35,home goods,False
2025-10-29,Utica,131.0,795.17,groceries,True
2025-12-16,Rome,29.0,383.96,toys,False
2025-03-27,Rome,33.0,2894.1,electronics,False
2025-02-16,Utica,78.0,1917.24,clothing,False
2025-05-05,Albany,85.0,2244.0,clothing,False
2025-05-15,Utica,25.0,365.25,toys,False
2025-08-22,Albany,22.0,738.98,home goods,False
2025-09-29,Rome,70.0,1662.5,clothing,True
2025-04-29,Syracuse,40.0,1402.8,home goods,True
2025-04-27,Rome,154.0,965.58,groceries,False
2025-10-17,Albany,36.0,1145.88,home goods,False
2025-12-08,Utica,27.0,395.01,toys,False
2025-08-24,Rome,41.0,3539.53,electronics,False
2025-09-03,Syracuse,23.0,324.76,toys,False
2025-11-04,Utica,28.0,668.92,clothing,False
2025-09-10,Rome,73.0,1805.29,clothing,False
2025-03-01,Syracuse,181.0,1086.0,groceries,False
2025-02-22,Albany,47.0,4103.1,electronics,False
2025-11-07,Albany,78.0,1809.6,clothing,False
2025-08-19,Rome,37.0,554.63,toys,False
2025-11-15,Utica,219.0,1482.63,groceries,False
2025-11-02,Syracuse,19.0,276.26,toys,False
2025-08-29,Rome,27.0,397.44,toys,True
2025-07-17,Albany,24.0,378.96,toys,False
2025-09-19,Albany,60.0,1428.0,clothing,False
2025-07-04,Albany,26.0,364.52,toys,False
2025-01-27,Utica,28.0,777.28,home goods,False
2025-01-25,Albany,48.0,1460.16,home goods,False
2025-06-13,Utica,45.0,3802.05,electronics,False
2025-06-12,Utica,57.0,1347.48,clothing,False
2025-09-10,Albany,28.0,2208.08,electronics,False
2025-03-07,Albany,119.0,706.86,groceries,False
2025-05-28,Albany,12.0,174.96,toys,False
2025-03-03,Utica,131.0,864.6,groceries,False
2025-10-27,Utica,64.0,5647.36,electronics,False
2025-04-13,Rome,46.0,1405.76,home goods,False
2025-05-01,Utica,23.0,369.84,toys,False
2025-01-06,Utica,88.0,557.04,groceries,False
2025-09-26,Rome,76.0,507.68,groceries,False
2025-05-06,Syracuse,78.0,1797.12,clothing,False
2025-10-17,Rome,50.0,1227.0,clothing,False
2025-07-19,Syracuse,124.0,822.12,groceries,False
2025-12-15,Utica,39.0,1222.26,home goods,False
2025-05-02,Albany,45.0,1377.0,home goods,False
2025-03-22,Rome,37.0,1263.92,home goods,False
2025-10-17,Albany,117.0,753.48,groceries,False
